Time - Pre2	TTL signal - Pre2	Time - Pre	TTL signal - Pre	
5.3	5.2492	5.72031	28.9767	
5.30156	-3.28439	5.72188	21.4838	
5.30313	-10.1529	5.72344	29.6011	
5.30469	6.49801	5.725	10.2445	
5.30625	23.1489	5.72656	31.6825	
5.30781	11.077	5.72813	30.85	
5.30938	16.9048	5.72969	11.077	
5.31094	-5.36575	5.73125	10.2445	
5.3125	-15.3563	5.73281	25.4384	
5.31406	-0.994891	5.73438	25.0221	
5.31563	2.9597	5.73594	20.4431	
5.31719	2.33529	5.7375	23.1489	
5.31875	8.57938	5.73906	52.288	
5.32031	3.37597	5.74063	21.0675	
5.32188	12.1177	5.74219	39.5917	
5.32344	-5.36575	5.74375	29.1849	
5.325	4.62479	5.74531	27.3116	
5.32656	-3.70066	5.74688	38.9673	
5.32813	-3.07625	5.74844	17.7374	
5.32969	15.2397	5.75	27.3116	
5.33125	-11.818	5.75156	10.8689	
5.33281	-18.0621	5.75313	16.0723	
5.33438	-10.9854	5.75469	21.692	
5.33594	-14.1075	5.75625	13.3665	
5.3375	-17.4377	5.75781	32.3069	
5.33906	-16.8132	5.75938	9.82819	
5.34063	3.37597	5.76094	23.1489	
5.34219	-2.03557	5.7625	32.9313	
5.34375	-27.4282	5.76406	8.57938	
5.34531	-28.4689	5.76563	31.2662	
5.34688	-26.1794	5.76719	45.2114	
5.34844	-8.90407	5.76875	22.3164	
5.35	-17.0214	5.77031	14.4072	
5.35156	-2.24371	5.77188	17.7374	
5.35313	-4.11693	5.77344	-29.0933	
5.35469	-19.7272	5.775	21.4838	
5.35625	-22.4329	5.77656	12.3258	
5.35781	-3.49253	5.77813	22.9408	
5.35938	-10.7773	5.77969	6.49801	
5.36094	1.29461	5.78125	23.5652	
5.3625	15.2397	5.78281	14.1991	
5.36406	4.20851	5.78438	15.4479	
5.36563	-9.1122	5.78594	28.1442	
5.36719	-18.6865	5.7875	10.4526	
5.36875	-14.3156	5.78906	12.534	
5.37031	10.2445	5.79063	24.6059	
5.37188	-19.1027	5.79219	22.9408	
5.37344	-2.24371	5.79375	23.357	
5.375	-18.8946	5.79531	43.7544	
5.37656	8.37124	5.79688	19.6106	
5.37813	11.4933	5.79844	36.8859	
5.37969	-7.23898	5.8	28.3523	
5.38125	-11.6098	5.80156	51.6636	
5.38281	19.6106	5.80313	44.5869	
5.38438	14.8235	5.80469	36.2615	
5.38594	0.670199	5.80625	47.709	
5.3875	-1.82744	5.80781	45.0032	
5.38906	-13.2749	5.80938	39.1754	
5.39063	-5.78202	5.81094	5.66547	
5.39219	-6.40643	5.8125	30.6418	
5.39375	-20.7678	5.81406	25.2303	
5.39531	2.54342	5.81563	13.9909	
5.39688	-13.2749	5.81719	32.7232	
5.39844	-10.361	5.81875	32.0988	
5.4	5.8736	5.82031	23.5652	
5.40156	11.9096	5.82188	33.1395	
5.40313	5.04106	5.82344	41.4649	
5.40469	-0.370482	5.825	-2.24371	
5.40625	15.656	5.82656	12.534	
5.40781	-2.24371	5.82813	20.6513	
5.40938	-9.32034	5.82969	22.9408	
5.41094	2.54342	5.83125	28.1442	
5.4125	-5.57389	5.83281	22.9408	
5.41406	2.54342	5.83438	28.9767	
5.41563	1.08647	5.83594	38.3429	
5.41719	2.33529	5.8375	28.5605	
5.41875	-16.397	5.83906	41.4649	
5.42031	17.9455	5.84063	34.1801	
5.42188	14.8235	5.84219	11.9096	
5.42344	18.9862	5.84375	15.4479	
5.425	-9.32034	5.84531	33.3476	
5.42656	-4.74134	5.84688	28.5605	
5.42813	6.49801	5.84844	26.4791	
5.42969	-28.0526	5.85	28.5605	
5.43125	4.83292	5.85156	22.1082	
5.43281	12.3258	5.85313	17.7374	
5.43438	26.4791	5.85469	44.1707	
5.43594	-5.36575	5.85625	38.3429	
5.4375	3.58411	5.85781	19.8187	
5.43906	8.1631	5.85938	41.4649	
5.44063	18.3618	5.86094	34.8045	
5.44219	-34.9211	5.8625	20.0269	
5.44375	8.99565	5.86406	19.6106	
5.44531	8.78751	5.86563	14.6153	
5.44688	-9.52848	5.86719	14.8235	
5.44844	-24.9306	5.86875	56.6588	
5.45	-0.994891	5.87031	12.1177	
5.45156	-5.36575	5.87188	47.0846	
5.45313	3.79224	5.87344	7.74683	
5.45469	10.6607	5.875	34.5964	
5.45625	-26.8038	5.87656	47.9171	
5.45781	3.58411	5.87813	22.3164	
5.45938	-4.94948	5.87969	31.0581	
5.46094	-5.57389	5.88125	43.9625	
5.4625	-10.5692	5.88281	37.094	
5.46406	5.2492	5.88438	27.3116	
5.46563	-6.1983	5.88594	30.2255	
5.46719	4.20851			
5.46875	8.57938			
5.47031	-2.24371			
5.47188	-3.9088			
5.47344	2.75156			
5.475	8.1631			
5.47656	-13.2749			
5.47813	1.08647			
5.47969	-5.78202			
5.48125	-3.28439			
5.48281	-18.2702			
5.48438	13.3665			
5.48594	4.20851			
5.4875	16.2804			
5.48906	-15.3563			
5.49063	-6.82271			
5.49219	2.9597			
5.49375	-2.86812			
5.49531	20.6513			
5.49688	20.235			
5.49844	-4.53321			
5.5	4.83292			
5.50156	22.1082			
5.50313	20.0269			
5.50469	-3.49253			
5.50625	-2.86812			
5.50781	3.79224			
5.50938	13.1584			
5.51094	19.8187			
5.5125	4.62479			
5.51406	-22.2248			
5.51563	-10.9854			
5.51719	-7.03084			
5.51875	-7.44711			
5.52031	-3.07625			
5.52188	-1.82744			
5.52344	-1.82744			
5.525	-21.3922			
5.52656	-13.2749			
5.52813	-16.397			
5.52969	-12.0261			
5.53125	-14.94			
5.53281	-3.07625			
5.53438	-1.82744			
5.53594	4.00038			
5.5375	25.8547			
5.53906	-26.8038			
5.54063	-11.818			
5.54219	10.6607			
5.54375	-23.0573			
5.54531	15.656			
5.54688	-14.3156			
5.54844	-9.32034			
5.55	-18.0621			
5.55156	14.8235			
5.55313	1.91902			
5.55469	5.45733			
5.55625	-3.07625			
5.55781	5.45733			
5.55938	19.4025			
5.56094	10.6607			
5.5625	21.2757			
5.56406	1.50274			
5.56563	7.74683			
5.56719	4.41665			
5.56875	8.78751			
5.57031	-2.03557			
5.57188	11.7014			
5.57344	0.878335			
5.575	-12.8587			
5.57656	18.7781			
5.57813	0.462062			
5.57969	5.66547			
5.58125	-4.11693			
5.58281	-4.94948			
5.58438	-6.40643			
5.58594	-2.65998			
5.5875	-9.52848			
5.58906	11.9096			
5.59063	12.534			
5.59219	1.71088			
5.59375	2.12715			
5.59531	12.7421			
5.59688	-6.61457			
5.59844	-12.2342			
5.6	2.75156			
5.60156	6.08174			
5.60313	-12.6505			
5.60469	12.534			
